Month,Day,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,Mean,StDev
1,1,645,2374,1476,439,1977,1658,1087,1913,1476,787,689,528,382,594,493,1091,1999,1959,2263,2137,1759,1320.285714,686.1059789
1,2,1849,1814,1723,1243,1027,609,1165,1046,1218,959,1677,2363,1120,1061,792,1769,926,2494,963,1818,950,1361.238095,516.5427286
1,3,1479,2393,453,456,932,2360,2267,1958,2353,542,2573,2132,521,631,599,675,2073,1975,1087,863,1669,1428.142857,784.1200983
1,4,1711,986,731,1360,346,2429,1249,1235,1931,1784,1932,1926,1528,910,391,648,1477,1211,623,2486,550,1306.857143,637.6258531
1,5,489,2314,1690,2573,1733,2091,1548,1193,2439,1478,1312,478,957,681,486,1361,1069,1388,2440,2159,1204,1480.142857,668.6909066
1,6,908,2364,2488,2428,1495,805,1699,2126,2010,1195,1621,1332,750,385,1924,1316,1112,1691,1371,1682,989,1509.095238,581.3921142
1,7,1229,2449,1724,2424,1896,2622,1713,1120,1278,1481,1464,2281,2443,1957,1797,2496,713,1346,980,2246,674,1730.142857,606.7406601
1,8,604,1249,1803,1976,2509,2591,2128,1438,1041,1407,1757,596,2102,440,1865,1001,1951,1327,2391,1405,760,1540.047619,644.6616536
1,9,885,1689,2051,795,1726,2443,1097,1934,1581,2483,1409,1004,585,2004,2688,1289,1035,2167,866,656,1587,1522.571429,634.5152143
1,10,2000,2506,1276,473,2624,1500,2551,677,2314,1577,1841,2127,2329,923,2695,2506,1598,2218,554,2677,1548,1834,725.1004758
1,11,2496,1582,2211,1842,1082,484,722,2122,1505,1616,379,1956,864,1267,1255,1122,1082,1329,546,1631,2476,1408.047619,627.1516145
1,12,2351,812,194,1669,927,649,1360,700,1358,2191,1092,626,2394,294,601,2548,1927,2701,2081,543,2528,1406.952381,836.2159695
1,13,2665,1677,1816,1796,2823,1508,463,997,1703,662,2091,387,2164,976,1135,1578,1674,2484,729,1705,519,1502.47619,722.4372373
1,14,2605,2476,1761,1786,2492,294,1607,1473,1995,1694,1134,595,593,880,2164,2774,1972,1588,2754,1201,2723,1741,756.6152259
1,15,931,2576,2666,2101,2721,2463,1517,2739,1503,491,1263,368,1869,1901,2830,2021,967,590,2753,738,811,1705.666667,857.2685888
1,16,680,1903,2500,912,1796,867,869,1958,2593,2198,2761,1820,2828,1619,1966,2461,2412,1035,1323,2092,1796,1828.047619,664.3431701
1,17,2170,1551,786,1195,2641,2389,1555,865,2691,1420,1729,2750,2168,1810,2517,2429,1891,1790,2832,2656,2549,2018.285714,626.0659025
1,18,426,2601,597,2388,637,892,2763,2683,661,2505,2521,1767,126,2945,1059,2903,2071,1428,2083,871,1379,1681.238095,933.7235086
1,19,694,1408,910,1793,1646,1696,2240,2370,868,794,2118,1148,2130,1223,1917,2232,1522,983,2856,1534,1675,1607.47619,589.0257735
1,20,798,2486,348,2336,2564,782,2177,2487,1878,1492,1815,2355,1609,2787,2560,1991,2053,1433,1715,1969,1021,1840.761905,668.7555536
1,21,1644,1413,1981,2938,2235,1854,1887,1077,2271,2934,2718,2239,1767,3097,2972,2803,818,2506,2994,1993,2748,2232.809524,660.3417766
1,22,2669,807,588,2533,1345,3093,2554,2377,2777,2528,1278,832,2546,1069,1546,3097,1954,2608,3096,714,2635,2030.761905,871.0318539
1,23,1316,1584,1059,1071,2408,2912,2535,764,2527,3107,2797,2067,784,2956,2405,2191,2528,2950,1916,1247,677,1990.52381,819.7965979
1,24,1244,2471,679,2705,1296,3022,3170,1710,3100,1148,1916,1296,1694,2409,3025,3138,739,1870,2093,502,1406,1934.904762,871.7003444
1,25,2533,3030,1261,2276,3002,1118,2614,468,1157,365,2952,2822,1760,3010,3111,2637,2008,2476,920,1450,1922,2042.47619,889.3992702
1,26,2666,3010,1867,1439,1548,2592,2884,1370,1183,821,2078,2945,2911,858,1767,1590,2666,2602,1906,1033,2994,2034.761905,760.0936722
1,27,1845,2488,1942,2496,1352,1422,3288,761,2289,731,2678,376,3076,3324,1005,3302,2615,1894,2883,1479,2470,2081.714286,904.6489453
1,28,3188,1770,1327,2924,3173,2837,826,2241,2216,1806,2970,1807,2702,3289,1308,1655,2323,2349,2504,413,2124,2178.666667,788.7392683
1,29,1130,2655,1951,921,2524,3374,1269,2683,1931,3152,747,3154,918,2765,1720,1523,1582,2571,3346,2234,3197,2159.380952,868.2722774
1,30,2235,1285,2824,2549,1687,3400,489,1714,1867,2796,1344,2674,2178,2708,1694,3303,731,722,2246,2630,935,2000.52381,856.3090341
1,31,3172,2665,2047,1538,3434,1805,1652,2535,3270,3331,3105,2163,329,3374,2149,1517,539,942,1279,3455,2107,2209.904762,976.6722534
2,1,3083,1477,2416,1968,3110,2033,2631,1835,665,3251,404,2870,1644,3391,3380,1056,818,2009,1675,3230,3255,2200.047619,962.7544586
2,2,2709,2946,2318,3059,621,886,2426,1024,1503,2361,360,1721,2724,3507,3252,1372,3401,1957,3428,1203,2756,2168.285714,985.2571311
2,3,2340,2552,2658,344,3036,1173,3147,3292,3477,1439,2461,3515,948,2205,801,2744,3049,3440,2050,3296,2075,2382.952381,955.6045979
2,4,3042,644,2673,2446,1241,2996,2585,2025,3279,3591,386,3421,2111,2797,2036,997,3020,2174,2513,1085,2316,2256.095238,917.2549212
2,5,3151,3431,2067,1977,2067,796,2986,3382,987,2556,1048,2409,704,3536,2775,2306,2830,1219,3479,3600,2143,2354.714286,956.0426843
2,6,2584,2794,2487,2188,3079,3106,2487,3252,2653,2823,527,2761,1116,3530,585,3352,2905,1306,3591,1170,3679,2475,970.6437555
2,7,1807,1376,906,3419,1450,3651,3074,1736,1349,3733,822,2772,1824,3004,1956,1716,2688,2508,1997,2505,3557,2278.571429,900.0523636
2,8,2647,3086,2186,1996,1061,3089,1360,2263,1521,2978,1764,3221,2630,1238,3707,3695,3287,1817,3844,3696,3550,2601.714286,906.6905835
2,9,3508,2415,787,2231,1055,2947,3270,3623,3033,3214,1272,2245,3008,1731,2904,2659,3602,1914,2552,2669,3686,2586.904762,848.933384
2,10,3186,1540,2931,1844,2924,3308,3647,3141,3568,1080,1574,2486,2431,990,2917,2358,1472,3598,2813,1581,3233,2505.809524,860.3060862
2,11,3245,1448,1004,2952,3507,3250,1879,2671,3346,3890,2875,3392,2929,3959,2223,3571,2984,4043,1157,3382,2973,2889.52381,878.9248898
2,12,2231,2844,595,3254,1878,3768,1114,3238,2465,3987,2683,2639,1774,1764,2964,2759,2928,3867,4065,2586,1290,2604.428571,954.1624899
2,13,2467,3801,2864,3663,4122,837,2619,2381,2005,3022,500,2980,2286,4055,3008,3617,3897,3881,3029,2461,3228,2891.571429,968.794022
2,14,2965,2486,2992,3995,1640,1791,3516,2639,2331,2078,3609,425,2972,1653,2754,3242,3579,1778,1305,3785,4063,2647.52381,975.5897508
2,15,2474,2018,1776,1466,3262,1815,3244,1470,4261,1961,2115,3012,3762,3020,4281,3827,2950,3211,3733,4011,3941,2933.809524,941.3949553
2,16,3005,1613,2982,807,4267,3131,3160,1372,2860,475,4123,2589,3709,1475,4170,2786,2778,1917,1502,3620,3409,2654.761905,1109.39082
2,17,4017,2412,4027,1775,3936,4366,3521,3413,2826,979,1726,4120,2317,3293,3359,1220,2502,3918,4366,2045,2037,2960.714286,1065.948598
2,18,2605,2181,3539,4238,3887,1774,4207,1832,2667,2368,1531,3448,3247,2540,4174,2359,4295,4014,1691,1214,1196,2809.857143,1067.597456
2,19,4183,2419,3713,2496,3103,1224,1887,3830,2590,1289,2533,4369,3129,4259,2273,3045,3963,3607,1949,2627,1720,2867.047619,967.4394284
2,20,2351,2571,4360,2974,4180,3441,3076,4137,4378,912,3168,2152,4180,4231,1896,4353,2252,3612,2504,3343,1303,3113.047619,1053.879333
2,21,2285,2285,3402,1744,1722,791,3355,2635,2990,2787,4483,3901,2216,1448,1633,4083,2221,4147,3586,3335,2832,2756.238095,995.3336076
2,22,2107,576,3853,4339,3819,4103,3500,3016,4562,3381,1533,1923,3442,2702,3155,1389,1119,3656,4121,4695,4347,3111.333333,1220.331772
2,23,3113,2156,3986,2279,4689,2355,1281,1750,4645,652,1894,3425,1654,4545,4454,1206,4247,2677,2736,4455,2418,2886.52381,1285.923817
2,24,2108,2127,3604,622,3692,3531,1617,558,2852,1162,4390,4358,3722,4011,2998,3294,4297,4276,2991,3853,889,2902.47619,1290.645095
2,25,2927,1448,2944,776,4216,2789,2313,2541,705,982,4183,3544,1119,3892,4658,4739,3355,1509,1067,2482,2220,2590.904762,1306.878682
2,26,4604,4044,3046,4441,3124,4340,3284,4729,2968,983,892,1523,3174,3286,4741,4773,4227,2306,2811,4679,4674,3459.47619,1241.255961
2,27,3800,4570,3881,4211,4867,3610,721,1933,3845,1404,2082,2730,4931,4855,4762,4522,1394,2347,3416,4664,4708,3488.238095,1344.701376
2,28,4708,3638,3866,4041,4985,4955,2772,3935,1428,1617,4408,4811,4550,3095,4693,4539,4329,3962,3607,1319,3983,3773.380952,1127.618308
3,1,4651,2940,1205,3811,2870,3656,2082,1236,4938,2374,2864,3588,4761,1712,4189,2803,3715,3041,3552,3261,2592,3135.285714,1058.376263
3,2,2889,409,3253,3105,2619,3088,2921,2870,3250,3469,4806,1236,900,2735,2690,1472,3065,2955,1937,3526,2958,2673.952381,993.121215
3,3,4558,2683,4085,4808,2780,4053,3275,3623,5151,3307,2617,2455,4159,5121,2616,5228,3224,3651,2507,2720,2375,3571.238095,975.8716568
3,4,4674,2811,4637,4346,1652,3839,3105,2109,3958,4126,1218,2507,3889,3524,1514,4688,3746,2710,4847,955,2319,3198.761905,1229.842303
3,5,4755,2108,5237,3766,1714,3060,4080,5174,1995,4356,1869,3544,5123,5010,1112,1181,4266,1875,2371,4828,3163,3361.285714,1427.448393
3,6,4809,5099,3981,5055,5290,5395,2249,5191,1393,4898,4445,5421,5111,2189,1576,1940,2993,1737,5025,1640,2797,3725.428571,1551.50387
3,7,4996,2879,931,2636,4415,4857,2557,4429,3351,4965,3398,5035,5044,3769,4110,5186,3523,4881,3760,4031,2350,3862.047619,1127.69741
3,8,5043,2170,4610,3814,3541,3467,1854,3458,4985,3925,737,4506,4029,1510,2549,4167,4138,4343,3566,5476,2753,3554.333333,1231.629422
3,9,5299,3816,4604,4698,4822,5347,5416,3245,3077,4757,3725,5081,636,4203,3138,4919,3176,1677,3112,4567,982,3823.666667,1394.51828
3,10,1392,4668,2785,628,3486,2311,4897,4834,1008,5021,5233,2812,1400,4673,4461,4694,3572,3976,2603,4621,2252,3396.52381,1474.338212
3,11,3582,5007,4101,3638,4427,5184,2448,5097,2912,1259,5031,4403,4786,2702,5125,5155,3927,2919,1334,4786,5134,3950.333333,1254.674393
3,12,4208,3347,5053,5175,5657,1205,1319,4453,1086,1037,2475,4715,1227,3634,2186,3491,1961,5612,1348,3258,3742,3151.857143,1607.646612
3,13,3834,2716,4313,4138,4709,5242,4149,2276,1487,440,3059,3456,1049,4319,3461,2347,1342,1851,5713,5122,4328,3302.428571,1493.341942
3,14,4244,3459,465,752,1540,3348,2913,5175,3520,591,2178,2533,3477,5770,3715,5610,5159,2250,3080,4081,1833,3128.238095,1578.533145
3,15,3322,4627,4113,3034,1710,2688,2810,2943,5188,825,2121,1484,2135,5731,3028,4640,2581,4697,2883,3863,4654,3289.380952,1305.150239
3,16,2864,5599,5664,4598,4395,5853,3436,1512,3419,5577,1761,1650,4972,5860,977,5368,2628,5009,3364,5391,4986,4042.047619,1612.777557
3,17,4551,5416,5619,3583,3682,5980,5412,4763,4985,5506,5820,2774,5750,5715,2877,5199,4146,4016,3510,5601,5953,4802.761905,1038.351044
3,18,5615,5696,3844,3019,5739,5945,3854,4455,4370,4115,3087,4512,3804,5826,3623,5417,1307,5383,6038,4001,2552,4390.571429,1274.499767
3,19,4547,6108,5274,6007,6177,2196,1507,4105,3654,5426,766,3737,2686,6008,4113,5929,2884,6073,5695,3871,2211,4236.857143,1691.77789
3,20,5701,5084,5376,4692,2881,2113,3847,5437,5399,4531,2628,5376,4946,3451,2896,2687,2267,5691,5151,5860,3684,4271.333333,1278.612503
3,21,1244,3926,4188,4863,3580,4416,5520,5079,1329,2630,5241,6074,5706,4601,3271,4711,4856,3463,4921,3140,1595,4016.857143,1409.849683
3,22,2039,5364,6389,5161,6372,3425,3055,5608,1480,438,5651,4526,2829,6076,6255,4552,4884,1924,4373,2030,2672,4052.52381,1818.314264
3,23,5487,4449,6066,2565,6241,5325,4397,4679,1608,340,5553,4868,4150,3150,4808,2102,3520,3588,5622,5126,4809,4212.047619,1539.94495
3,24,5078,5789,2403,4536,5442,6177,4569,2010,5300,4919,5075,2931,2645,3298,5538,5740,4183,4184,6020,2412,6097,4492.666667,1356.971862
3,25,6101,4375,1832,2557,4407,5460,4378,2681,5646,2215,5952,2019,3049,4874,1699,5218,4689,5420,3707,6027,6401,4224.142857,1565.076046
3,26,6465,6443,2123,5384,991,4771,4750,6123,6311,5390,4067,1390,2663,6457,3465,1331,1489,4511,4912,6123,5004,4293.47619,1905.639804
3,27,5790,4055,2008,4933,3267,5298,5067,6290,6357,5514,2969,3895,6211,4311,3413,6046,2645,4608,4393,6206,5002,4679.904762,1296.356737
3,28,3518,2820,1653,1075,2743,1008,2540,3475,6308,1854,1362,6331,5874,1350,6245,5279,6275,3129,1598,1757,5100,3394.952381,1980.155385
3,29,857,2000,2897,5127,6490,2884,4401,1066,3454,553,6757,6464,6274,4706,6308,2300,5584,5217,2837,5361,4437,4094,1993.97836
3,30,2642,1364,5256,6316,1218,3304,6236,6221,6196,449,6825,5099,6108,5897,6367,2352,4653,2119,2721,6372,5489,4438.285714,2077.038424
3,31,1243,6422,1071,3457,4977,4906,3646,2891,2361,1751,1641,6228,5772,5560,1531,6562,4149,3323,3877,5934,5304,3933.619048,1841.494732
4,1,6079,5698,4044,1600,6855,5325,3116,2064,3182,5665,1840,2985,1842,4533,875,3783,2672,2857,6176,3164,2579,3663.52381,1723.950829
4,2,5382,5532,6089,2215,5511,5212,3647,5743,4983,5951,6258,2785,6599,937,2433,1677,4971,2337,1592,4347,2681,4137.238095,1803.183405
4,3,5983,1391,4601,6185,3460,6076,6339,6201,6523,5499,6146,5274,2880,1849,4152,1014,1502,5874,2144,3703,3247,4287.761905,1904.804528
4,4,6609,1404,1194,2080,5589,2554,6513,5737,1794,6202,1262,655,1522,1502,3194,1049,5168,6356,2224,6098,2754,3402.857143,2210.529649
4,5,2015,5277,2688,6820,3533,2243,6502,5044,1283,2783,4665,3554,4682,6289,5473,2023,3591,6662,2797,6767,3173,4184,1782.091103
4,6,4716,3063,863,4536,5168,6739,6820,6881,4787,1322,4278,2069,2925,5113,6890,6209,5840,1961,3349,6438,3870,4468.428571,1912.859158
4,7,4563,5777,2587,2179,2633,2931,3955,5713,6780,4729,6617,4018,2068,2309,2083,3166,5953,3304,4424,5609,6691,4194.714286,1648.015963
4,8,1481,3635,4380,3570,1932,2312,5475,6600,4900,5188,6194,3313,2809,6436,4948,2031,3269,2059,6015,6499,3488,4120.666667,1689.202662
4,9,3636,6536,6779,5886,3390,6858,4769,2905,5954,3255,5495,2032,6940,7013,5469,2623,2769,5932,3416,2781,2351,4609,1766.876198
4,10,4582,2728,5800,6531,2930,6728,2389,4363,5136,5985,6486,3757,6783,6824,6184,7034,6390,5852,5963,6219,6769,5496.809524,1459.780244
4,11,4926,5373,6069,806,4253,3526,2302,4493,4269,6237,1418,6004,5366,7144,5205,2889,6412,3600,3435,5160,6755,4554.380952,1726.481088
4,12,3383,2660,3432,4449,6977,6509,1340,5168,4621,4327,6020,1192,4704,7069,4447,6441,6105,2374,6579,6436,7054,4823.190476,1865.276243
4,13,5524,2712,5263,6956,6223,5886,2269,7042,1419,6463,3270,1246,6313,6821,1399,7030,2408,5839,7426,6952,7128,5028.047619,2226.218329
4,14,2394,4721,7126,7146,5623,3821,3173,6109,5845,7105,5299,3712,3436,6488,1717,6780,4913,7073,7179,6482,6752,5375.904762,1720.345137
4,15,1843,725,5415,7147,7193,1232,5250,3793,7168,5894,7267,1233,5486,7279,6996,6149,4955,6502,6624,6563,3181,5137.857143,2228.921943
4,16,6905,906,4900,7183,6799,7302,1510,5533,1858,4064,7145,1830,4894,7213,7235,5950,6624,5902,4080,2208,3230,4917.666667,2207.406268
4,17,7370,2711,6629,7108,2846,5766,7288,5756,3957,2681,7174,2848,4942,6782,5275,5486,6518,5120,3469,3059,3135,5043.809524,1734.480661
4,18,1799,2230,7074,6929,5605,5390,4495,5644,5045,3382,6866,3690,7142,7098,4599,4771,6743,6971,2696,5622,6495,5251.714286,1698.136807
4,19,2782,2251,3340,5684,6775,5978,3519,7164,1961,5738,6879,5500,7051,7220,5507,6322,4667,6907,3705,3985,1801,4987.428571,1844.843586
4,20,1175,5009,4869,7519,1473,7059,4148,6818,2851,6359,6284,7310,7376,4459,7105,6468,4198,6876,4084,5252,2363,5193.095238,1986.370029
4,21,5696,7535,1648,7116,2963,6516,7664,5036,5063,5796,6827,7128,6490,7530,4431,4913,6339,3983,1521,5860,6429,5546.857143,1803.58297
4,22,5401,7652,3502,3776,2969,2797,7097,2784,5558,6173,6792,7063,1319,5889,5406,1053,1305,6449,1394,2635,7025,4478.047619,2249.323953
4,23,6138,7726,7597,6258,4099,3238,3775,4430,2242,7537,6177,6490,1489,1845,2265,2181,2927,5853,2344,2504,3512,4315.571429,2107.577984
4,24,4463,7123,7076,7410,2908,7774,6033,5017,3545,7001,7437,7146,2399,5737,7535,6013,7573,4098,6071,7780,5979,6005.619048,1665.975975
4,25,7106,1049,2104,3115,7132,6363,6521,4853,1787,2388,7148,2178,3809,2972,4514,7024,2520,6204,7196,7090,6058,4720.52381,2197.511197
4,26,1881,3336,4140,1323,3160,3334,6532,3002,5314,3403,5299,5226,7712,6085,1532,905,5255,7658,4131,5388,3654,4203.333333,1947.999572
4,27,2219,957,4101,7805,3812,2461,6663,4160,4847,2350,5035,1389,7524,924,4146,4820,7622,5611,3260,7719,5868,4442.52381,2233.980855
4,28,2322,5316,7045,6591,7593,7316,7220,7491,2498,4251,1287,1946,7822,4586,6839,7380,2200,7832,5442,7328,7362,5603.190476,2277.445117
4,29,6320,975,3912,5014,7594,3691,2413,7756,4475,7721,3972,2035,7844,6705,6808,6099,3109,7752,7441,7318,7681,5554.047619,2214.489726
4,30,1304,2469,2526,7177,7045,1955,6920,6340,6983,5117,4421,6682,7696,1365,6242,6584,4452,7087,7337,7464,6894,5431.428571,2206.504783
5,1,1878,4930,5522,1971,4522,5542,7811,1816,7302,5961,7254,5510,7774,4271,6385,5468,6023,7471,5378,7727,4057,5455.857143,1883.416478
